0.002457,-0.558300,-0.269600,0.259300,0.718100,0.645800
0.018520,0.973400,-0.087030,0.625300,-0.250500,0.739100
-0.239800,0.185400,-0.109500,-0.014340,0.995200,0.097120
-0.211700,-0.567700,0.488800,0.092570,-0.865600,0.492100
-0.702200,-0.559400,-0.094400,-0.332600,0.891300,-0.308000
0.609900,-0.565200,-0.164200,-0.268100,-0.922100,-0.279200
0.309700,-0.045540,-0.171300,0.283800,0.247400,-0.926400
0.267700,-0.738600,0.234200,-0.275700,0.560400,0.781000
0.224600,0.482900,-0.167400,0.580700,0.052130,-0.812500
-0.019840,-0.164600,0.217800,-0.443500,0.843400,0.303400
-0.297000,-0.441000,-0.673400,0.195800,0.847900,-0.492700
-0.316900,0.647000,-0.064870,-0.707000,0.706600,0.030220
-0.331600,-0.289000,-0.111800,0.027040,-0.847500,0.530100
0.140500,-0.523100,-0.745400,0.382900,0.850700,-0.360100
-0.063070,-0.145300,-0.435500,0.501100,0.856900,-0.120500
-0.239100,-0.708600,0.066090,-0.286800,-0.946100,-0.150200
-0.122500,0.524800,-0.415300,-0.177600,0.976200,0.124700
-0.010550,0.360900,0.166500,0.817300,0.542200,0.195100
-0.050150,-0.889400,0.371000,0.349000,-0.875600,-0.333900
-0.341400,-0.637400,-0.360700,0.386300,0.894000,-0.226900
0.047410,-0.502200,0.078240,0.596700,0.771600,-0.220500
0.207300,-0.721600,-0.483000,-0.188100,-0.963600,0.189900
0.291900,-0.663400,-0.132100,-0.167100,-0.895100,0.413500
0.006577,0.677600,0.064430,-0.500700,0.825200,0.261300
-0.015640,-0.857900,-0.138000,0.496400,-0.340300,0.798600
-0.543800,-0.681800,0.160700,-0.387600,0.862000,0.326700
-0.040740,-0.075000,-0.124300,0.027030,0.009742,0.999600
0.079090,0.777700,-0.318100,0.503100,0.461400,-0.730800
0.109700,0.185100,-0.170900,-0.017960,0.820000,0.572100
0.416900,-0.327500,-0.164500,-0.214500,-0.928200,-0.304100
-0.040540,-0.422000,-0.534600,-0.118900,-0.968600,0.218500
-0.052210,0.418400,-0.139800,-0.999700,0.011680,0.022830
0.129200,-0.302400,-0.137400,0.126400,-0.847900,-0.514800
-0.032820,0.258000,-0.423000,-0.052950,-0.998600,-0.009423
-0.429200,-0.621000,-0.104000,-0.115300,0.971800,0.205800
0.015410,-0.774200,0.136200,0.069830,-0.959900,-0.271400
-0.036320,0.114900,0.062880,0.172700,-0.984900,-0.010290
-0.015820,-0.432200,0.324500,-0.219000,0.903000,0.369500
-0.305100,0.416100,-0.218100,0.338200,-0.115200,-0.934000
-0.180600,0.831200,-0.185100,0.069200,-0.652400,-0.754700
-0.199400,-0.513000,-0.092270,0.461000,0.670100,-0.581800
-0.295400,-0.735500,0.317900,0.286600,-0.935400,-0.207300
-0.363300,-0.037880,-0.111200,-0.354300,0.935100,0.003367
0.190900,0.740400,-0.084050,0.707000,-0.536500,-0.460900
-0.233600,-0.529100,0.216800,-0.225900,0.965000,-0.133000
-0.051070,0.643600,-0.176200,-0.364200,-0.864400,-0.346700
-0.252100,-0.449700,-0.449600,-0.096100,0.961200,0.258400
0.172900,-0.551900,0.310600,-0.649900,-0.759700,-0.021520
-0.162600,-0.706400,-0.206100,-0.785900,-0.609700,-0.103400
0.091270,-0.679000,-0.045920,-0.845500,0.531900,-0.046100
0.142400,-0.485400,-0.442300,0.392500,-0.919600,-0.016040
0.115400,-0.730400,-0.279200,0.509300,-0.780300,-0.363000
0.437300,-0.529900,-0.057360,-0.170400,-0.983700,-0.057140
-0.078760,-0.378700,-0.316500,-0.588500,0.806000,0.062940
0.171200,-0.504700,-0.159000,0.460700,-0.631800,-0.623300
-0.061670,0.133400,-0.261300,-0.950100,-0.117400,0.289000
-0.123400,-0.333300,-0.123500,-0.317100,-0.580600,0.749900
